GrandmaternalTemp,Genotype,GrandmaternalVern,GerminationTemp,Generation,Max
Cold,Col0,Unvernalized,10C,Progeny,0.7
Cold,Cvi0,Unvernalized,10C,Progeny,0.1
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Ws1,Unvernalized,10C,Progeny,0.05
Cold,Cvi0,Unvernalized,10C,Progeny,0.2
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Cvi0,Unvernalized,10C,Progeny,0.05
Cold,Ler,Unvernalized,10C,Progeny,0.8
Cold,Ler,Unvernalized,10C,Progeny,1
Cold,Cvi1,Unvernalized,10C,Progeny,0.15
Cold,Col0,Unvernalized,10C,Progeny,0.95
Cold,Cvi1,Unvernalized,10C,Progeny,0.15
Cold,Col0,Unvernalized,10C,Progeny,0
Cold,Cvi1,Unvernalized,10C,Progeny,0.05
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Wa1,Unvernalized,10C,Progeny,0.3
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Col0,Unvernalized,10C,Progeny,0.95
Cold,Ler,Unvernalized,10C,Progeny,0.95
Cold,Ler,Unvernalized,10C,Progeny,0.9
Cold,Wa1,Unvernalized,10C,Progeny,0.25
Cold,Cvi0,Unvernalized,10C,Progeny,0.35
Cold,Cvi1,Unvernalized,10C,Progeny,0.05
Cold,Wa1,Unvernalized,10C,Progeny,0
Cold,Wa1,Unvernalized,10C,Progeny,0.05
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Wa1,Unvernalized,10C,Progeny,0.35
Cold,Ler,Unvernalized,10C,Progeny,0
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Col0,Unvernalized,10C,Progeny,1
Cold,Cvi0,Unvernalized,10C,Progeny,0.3
Cold,Cvi1,Unvernalized,10C,Progeny,0.25
Cold,Col0,Unvernalized,10C,Progeny,0.7
Cold,Col0,Unvernalized,10C,Progeny,0.8
Cold,Ler2,Unvernalized,10C,Progeny,0.95
Cold,Ler,Unvernalized,10C,Progeny,0.6
Cold,Cvi0,Unvernalized,10C,Progeny,0
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Ler2,Unvernalized,10C,Progeny,0.95
Cold,Ws1,Unvernalized,10C,Progeny,0.05
Cold,Col0,Unvernalized,10C,Progeny,1
Cold,Cvi1,Unvernalized,10C,Progeny,0.05
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Col0,Unvernalized,10C,Progeny,0.95
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Wa1,Unvernalized,10C,Progeny,0.25
Cold,Cvi0,Unvernalized,10C,Progeny,0.15
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Cvi0,Unvernalized,10C,Progeny,0.4
Cold,Cvi1,Unvernalized,10C,Progeny,0.2
Cold,Ler,Unvernalized,10C,Progeny,1
Cold,Ler2,Unvernalized,10C,Progeny,0.95
Cold,Wa1,Unvernalized,10C,Progeny,0
Cold,Wa1,Unvernalized,10C,Progeny,0.1
Cold,Cvi0,Unvernalized,10C,Progeny,0.1
Cold,Ws1,Unvernalized,10C,Progeny,0.1
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Col0,Unvernalized,10C,Progeny,0.8
Cold,Cvi1,Unvernalized,10C,Progeny,0
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Ler2,Unvernalized,10C,Progeny,0.85
Cold,Ler,Unvernalized,10C,Progeny,0.7
Cold,Cvi0,Unvernalized,10C,Progeny,0.3
Cold,Ler,Unvernalized,10C,Progeny,1
Cold,Wa1,Unvernalized,10C,Progeny,0.1
Cold,Ler,Unvernalized,10C,Progeny,1
Cold,Ws1,Unvernalized,10C,Progeny,0
Cold,Col0,Unvernalized,10C,Progeny,0.9
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Ler,Unvernalized,10C,Progeny,0
Cold,Cvi1,Unvernalized,10C,Progeny,0.05
Cold,Wa1,Unvernalized,10C,Progeny,0
Cold,Cvi1,Unvernalized,10C,Progeny,0.2
Cold,Cvi1,Unvernalized,10C,Progeny,0.05
Cold,Cvi0,Unvernalized,10C,Progeny,0.1
Cold,Cvi0,Unvernalized,10C,Progeny,0.05
Cold,Cvi1,Unvernalized,10C,Progeny,0
Cold,Wa1,Unvernalized,10C,Progeny,0.15
Cold,Ler2,Unvernalized,10C,Progeny,1
Cold,Col0,Unvernalized,10C,Progeny,0.95
Cold,Ler,Unvernalized,10C,Progeny,0.95
Cold,Wa1,Unvernalized,10C,Progeny,0.05
Cold,Col0,Unvernalized,22C,Progeny,0.65
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Wa1,Unvernalized,22C,Progeny,0.05
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,1
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Col0,Unvernalized,22C,Progeny,0.4
Cold,Ler,Unvernalized,22C,Progeny,1
Cold,Ler2,Unvernalized,22C,Progeny,1
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Col0,Unvernalized,22C,Progeny,0.1
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,1
Cold,Ler,Unvernalized,22C,Progeny,1
Cold,Wa1,Unvernalized,22C,Progeny,0.05
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Col0,Unvernalized,22C,Progeny,0.15
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,1
Cold,Col0,Unvernalized,22C,Progeny,0.15
Cold,Ler2,Unvernalized,22C,Progeny,0.95
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Wa1,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,0.95
Cold,Wa1,Unvernalized,22C,Progeny,0.1
Cold,Ler,Unvernalized,22C,Progeny,0.9
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,0.5
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,0.95
Cold,Col0,Unvernalized,22C,Progeny,0.05
Cold,Wa1,Unvernalized,22C,Progeny,0.1
Cold,Col0,Unvernalized,22C,Progeny,0.05
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Wa1,Unvernalized,22C,Progeny,0
Cold,Wa1,Unvernalized,22C,Progeny,0
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,0.65
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,1
Cold,Ler,Unvernalized,22C,Progeny,1
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,0.7
Cold,Ler2,Unvernalized,22C,Progeny,1
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Col0,Unvernalized,22C,Progeny,0.5
Cold,Col0,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Wa1,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,1
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Ler2,Unvernalized,22C,Progeny,0.8
Cold,Wa1,Unvernalized,22C,Progeny,0
Cold,Col0,Unvernalized,22C,Progeny,0
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ws1,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,1
Cold,Ler2,Unvernalized,22C,Progeny,1
Cold,Col0,Unvernalized,22C,Progeny,0.15
Cold,Cvi0,Unvernalized,22C,Progeny,0
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Wa1,Unvernalized,22C,Progeny,0
Cold,Cvi1,Unvernalized,22C,Progeny,0
Cold,Ler,Unvernalized,22C,Progeny,0.45
Cold,Wa1,Unvernalized,22C,Progeny,0.15
Cold,Wa1,Unvernalized,22C,Progeny,0.05
Cold,Col0,Unvernalized,22C,Progeny,0.2
Warm,Cvi0,Unvernalized,10C,Progeny,1
Warm,Wa1,Unvernalized,10C,Progeny,1
Warm,Cvi1,Unvernalized,10C,Progeny,1
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Wa1,Unvernalized,10C,Progeny,1
Warm,Ler2,Unvernalized,10C,Progeny,1
Warm,Ler,Unvernalized,10C,Progeny,1
Warm,Cvi1,Unvernalized,10C,Progeny,1
Warm,Cvi1,Unvernalized,10C,Progeny,1
Warm,Wa1,Unvernalized,10C,Progeny,1
Warm,Ler2,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,10C,Progeny,0.95
Warm,Ws1,Unvernalized,10C,Progeny,0.9
Warm,Cvi0,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,10C,Progeny,1
Warm,Cvi1,Unvernalized,10C,Progeny,0.75
Warm,Ler,Unvernalized,10C,Progeny,1
Warm,Ler,Unvernalized,10C,Progeny,1
Warm,Wa1,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,10C,Progeny,0.85
Warm,Ler2,Unvernalized,10C,Progeny,1
Warm,Wa1,Unvernalized,10C,Progeny,0.95
Warm,Ler,Unvernalized,10C,Progeny,1
Warm,Cvi0,Unvernalized,10C,Progeny,0.95
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Ler2,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,10C,Progeny,1
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Ler,Unvernalized,10C,Progeny,1
Warm,Ler2,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,10C,Progeny,0.3
Warm,Cvi1,Unvernalized,10C,Progeny,0.55
Warm,Ler,Unvernalized,10C,Progeny,1
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Cvi1,Unvernalized,10C,Progeny,1
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Ler2,Unvernalized,10C,Progeny,0
Warm,Ler2,Unvernalized,10C,Progeny,0
Warm,Ler,Unvernalized,10C,Progeny,1
Warm,Cvi0,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,10C,Progeny,0.45
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Cvi1,Unvernalized,10C,Progeny,1
Warm,Col0,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,10C,Progeny,0.95
Warm,Cvi0,Unvernalized,10C,Progeny,1
Warm,Ws1,Unvernalized,22C,Progeny,0
Warm,Ws1,Unvernalized,22C,Progeny,0.05
Warm,Ler,Unvernalized,22C,Progeny,1
Warm,Wa1,Unvernalized,22C,Progeny,0.8
Warm,Wa1,Unvernalized,22C,Progeny,0.95
Warm,Ler,Unvernalized,22C,Progeny,1
Warm,Cvi0,Unvernalized,22C,Progeny,0.1
Warm,Ler2,Unvernalized,22C,Progeny,1
Warm,Ws1,Unvernalized,22C,Progeny,0
Warm,Cvi1,Unvernalized,22C,Progeny,0.15
Warm,Col0,Unvernalized,22C,Progeny,1
Warm,Col0,Unvernalized,22C,Progeny,1
Warm,Wa1,Unvernalized,22C,Progeny,1
Warm,Wa1,Unvernalized,22C,Progeny,1
Warm,Cvi1,Unvernalized,22C,Progeny,0.55
Warm,Cvi0,Unvernalized,22C,Progeny,0.4
Warm,Ws1,Unvernalized,22C,Progeny,0
Warm,Ws1,Unvernalized,22C,Progeny,0
Warm,Wa1,Unvernalized,22C,Progeny,0.95
Warm,Ler,Unvernalized,22C,Progeny,1
Warm,Cvi0,Unvernalized,22C,Progeny,0.05
Warm,Wa1,Unvernalized,22C,Progeny,0.55
Warm,Cvi1,Unvernalized,22C,Progeny,0.3
Warm,Ler,Unvernalized,22C,Progeny,1
Warm,Col0,Unvernalized,22C,Progeny,0.95
Warm,Col0,Unvernalized,22C,Progeny,1
Warm,Ws1,Unvernalized,22C,Progeny,0
Warm,Cvi1,Unvernalized,22C,Progeny,0.15
Warm,Ler2,Unvernalized,22C,Progeny,1
Warm,Col0,Unvernalized,22C,Progeny,1
Warm,Ws1,Unvernalized,22C,Progeny,0.05
Warm,Cvi1,Unvernalized,22C,Progeny,0.05
Warm,Cvi0,Unvernalized,22C,Progeny,0.9
Warm,Ler2,Unvernalized,22C,Progeny,1
Warm,Ler,Unvernalized,22C,Progeny,1
Warm,Wa1,Unvernalized,22C,Progeny,1
Warm,Cvi0,Unvernalized,22C,Progeny,0.25
Warm,Ler2,Unvernalized,22C,Progeny,1
Warm,Ler,Unvernalized,22C,Progeny,1
Warm,Cvi1,Unvernalized,22C,Progeny,0.3
Warm,Wa1,Unvernalized,22C,Progeny,1
Warm,Ler2,Unvernalized,22C,Progeny,1
Warm,Wa1,Unvernalized,22C,Progeny,0.55
Warm,Col0,Unvernalized,22C,Progeny,1
Warm,Ler,Unvernalized,22C,Progeny,1
Warm,Ws1,Unvernalized,22C,Progeny,0
Warm,Ws1,Unvernalized,22C,Progeny,0.35
Warm,Col0,Unvernalized,22C,Progeny,1
Warm,Cvi1,Unvernalized,22C,Progeny,0
Warm,Ws1,Unvernalized,22C,Progeny,0.1
Warm,Cvi0,Unvernalized,22C,Progeny,0
Warm,Cvi1,Unvernalized,22C,Progeny,0.1
Warm,Ler2,Unvernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,0
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,0
Warm,Col0,Vernalized,22C,Progeny,0
Warm,Col0,Vernalized,10C,Progeny,0.25
Warm,Col0,Vernalized,22C,Progeny,0
Warm,Col0,Vernalized,10C,Progeny,0
Warm,Col0,Vernalized,22C,Progeny,0
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Col0,Vernalized,10C,Progeny,1
Warm,Col0,Vernalized,22C,Progeny,1
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.1
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.4
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.25
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.25
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.15
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.65
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.25
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.2
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.1
Warm,Cvi0,Vernalized,10C,Progeny,0.6
Warm,Cvi0,Vernalized,22C,Progeny,0.1
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.65
Warm,Cvi0,Vernalized,10C,Progeny,1
Warm,Cvi0,Vernalized,22C,Progeny,0.85
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.2
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.15
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.25
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.55
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.55
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.15
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.8
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.4
Warm,Cvi1,Vernalized,10C,Progeny,1
Warm,Cvi1,Vernalized,22C,Progeny,0.4
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler,Vernalized,10C,Progeny,1
Warm,Ler,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,0
Warm,Ler2,Vernalized,22C,Progeny,0
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,0.75
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Ler2,Vernalized,10C,Progeny,1
Warm,Ler2,Vernalized,22C,Progeny,1
Warm,Wa1,Vernalized,10C,Progeny,0.95
Warm,Wa1,Vernalized,22C,Progeny,0.95
Warm,Wa1,Vernalized,10C,Progeny,0.75
Warm,Wa1,Vernalized,22C,Progeny,1
Warm,Wa1,Vernalized,10C,Progeny,0.6
Warm,Wa1,Vernalized,22C,Progeny,1
Warm,Wa1,Vernalized,10C,Progeny,0.85
Warm,Wa1,Vernalized,22C,Progeny,0.95
Warm,Wa1,Vernalized,10C,Progeny,0.95
Warm,Wa1,Vernalized,22C,Progeny,0.75
Warm,Wa1,Vernalized,10C,Progeny,1
Warm,Wa1,Vernalized,22C,Progeny,0.5
Warm,Wa1,Vernalized,10C,Progeny,0.95
Warm,Wa1,Vernalized,22C,Progeny,0.75
Warm,Wa1,Vernalized,10C,Progeny,0.95
Warm,Wa1,Vernalized,22C,Progeny,0.8
Warm,Wa1,Vernalized,10C,Progeny,1
Warm,Wa1,Vernalized,22C,Progeny,0.8
Warm,Wa1,Vernalized,10C,Progeny,0.95
Warm,Wa1,Vernalized,22C,Progeny,0.7
Warm,Wa1,Vernalized,10C,Progeny,1
Warm,Wa1,Vernalized,22C,Progeny,0.95
Warm,Wa1,Vernalized,10C,Progeny,1
Warm,Wa1,Vernalized,22C,Progeny,1
Warm,Ws1,Vernalized,10C,Progeny,0.65
Warm,Ws1,Vernalized,22C,Progeny,0
Warm,Ws1,Vernalized,10C,Progeny,0.4
Warm,Ws1,Vernalized,22C,Progeny,0.05
Warm,Ws1,Vernalized,10C,Progeny,0.45
Warm,Ws1,Vernalized,22C,Progeny,0
Warm,Ws1,Vernalized,10C,Progeny,0.8
Warm,Ws1,Vernalized,22C,Progeny,0
Warm,Ws1,Vernalized,10C,Progeny,0.8
Warm,Ws1,Vernalized,22C,Progeny,0.2
Warm,Ws1,Vernalized,10C,Progeny,0.4
Warm,Ws1,Vernalized,22C,Progeny,0.1
Warm,Ws1,Vernalized,10C,Progeny,0.05
Warm,Ws1,Vernalized,22C,Progeny,0
Warm,Ws1,Vernalized,10C,Progeny,0.35
Warm,Ws1,Vernalized,22C,Progeny,0
Warm,Ws1,Vernalized,10C,Progeny,0.1
Warm,Ws1,Vernalized,22C,Progeny,0.05
Warm,Ws1,Vernalized,10C,Progeny,0.05
Warm,Ws1,Vernalized,22C,Progeny,0
Warm,Ws1,Vernalized,10C,Progeny,0.55
Warm,Ws1,Vernalized,22C,Progeny,0.1
Warm,Ws1,Vernalized,10C,Progeny,0
Warm,Ws1,Vernalized,22C,Progeny,0
Cold,Cvi0,Vernalized,10C,Progeny,0.1
Cold,Wa1,Vernalized,10C,Progeny,0.4
Cold,Cvi1,Vernalized,10C,Progeny,0.9
Cold,Col0,Vernalized,10C,Progeny,1
Cold,Wa1,Vernalized,10C,Progeny,0.55
Cold,Ler2,Vernalized,10C,Progeny,0.7
Cold,Ler,Vernalized,10C,Progeny,0.35
Cold,Cvi1,Vernalized,10C,Progeny,0.1
Cold,Cvi1,Vernalized,10C,Progeny,0.7
Cold,Wa1,Vernalized,10C,Progeny,0.7
Cold,Ler2,Vernalized,10C,Progeny,0.95
Cold,Ws1,Vernalized,10C,Progeny,0.15
Cold,Ws1,Vernalized,10C,Progeny,0
Cold,Cvi0,Vernalized,10C,Progeny,0
Cold,Ws1,Vernalized,10C,Progeny,0
Cold,Cvi1,Vernalized,10C,Progeny,0.9
Cold,Ler,Vernalized,10C,Progeny,0.5
Cold,Ler,Vernalized,10C,Progeny,0.75
Cold,Wa1,Vernalized,10C,Progeny,0
