UniqueID,Tray,Genotype,GrandmaternalTemp,GrandmaternalVern,MaxLeafNumber,MaxLength,Bolting,Flower,FirstFruit,FirstYellowFruit,Generation,FlowerInterval,FruitInterval
Wa1_20,H,Wa1,High,Unvernalized,14,16.49,32,38,44,57,Progeny,6,19
Wa1_21,I,Wa1,High,Unvernalized,16,14.9,31,37,41,59,Progeny,6,22
Wa1_22,J,Wa1,High,Unvernalized,13,11.95,22,30,31,56,Progeny,8,26
Wa1_23,K,Wa1,High,Unvernalized,12,13.05,35,45,51,62,Progeny,10,17
Wa1_24,L,Wa1,High,Unvernalized,18,25.1,27,35,38,55,Progeny,8,20
Wa1_25,A,Wa1,Low,Vernalized,14,7.37,23,42,46,60,Progeny,19,18
Wa1_26,B,Wa1,Low,Vernalized,16,19.02,25,33,36,51,Progeny,8,18
Wa1_27,C,Wa1,Low,Vernalized,13,17.08,35,45,48,61,Progeny,10,16
Wa1_28,D,Wa1,Low,Vernalized,13,12.24,26,37,44,57,Progeny,11,20
Wa1_29,E,Wa1,Low,Vernalized,15,14.78,26,35,40,54,Progeny,9,19
Wa1_3,C,Wa1,High,Vernalized,14,16.78,22,30,32,51,Progeny,8,21
Wa1_30,F,Wa1,Low,Vernalized,20,28.52,41,47,50,67,Progeny,6,20
Wa1_31,G,Wa1,Low,Vernalized,16,13.28,30,41,45,61,Progeny,11,20
Wa1_32,H,Wa1,Low,Vernalized,16,21.66,25,34,36,44,Progeny,9,10
Wa1_33,I,Wa1,Low,Vernalized,17,22.44,26,33,38,52,Progeny,7,19
Wa1_34,J,Wa1,Low,Vernalized,13,12.54,22,32,36,50,Progeny,10,18
Wa1_35,K,Wa1,Low,Vernalized,15,17.63,23,32,34,54,Progeny,9,22
Wa1_36,L,Wa1,Low,Vernalized,16,22.29,25,33,39,53,Progeny,8,20
Wa1_37,A,Wa1,Low,Unvernalized,16,26.12,23,31,34,51,Progeny,8,20
Wa1_38,B,Wa1,Low,Unvernalized,16,19.74,22,30,33,54,Progeny,8,24
Wa1_39,C,Wa1,Low,Unvernalized,14,19.63,22,29,32,60,Progeny,7,31
Wa1_4,D,Wa1,High,Vernalized,15,16.42,23,30,34,54,Progeny,7,24
Wa1_40,D,Wa1,Low,Unvernalized,14,15.09,26,36,38,54,Progeny,10,18
Wa1_41,E,Wa1,Low,Unvernalized,14,17.51,22,35,39,60,Progeny,13,25
Wa1_42,F,Wa1,Low,Unvernalized,18,25.71,23,35,40,57,Progeny,12,22
Wa1_43,G,Wa1,Low,Unvernalized,19,22.34,27,38,42,55,Progeny,11,17
Wa1_44,H,Wa1,Low,Unvernalized,13,18.53,21,30,33,54,Progeny,9,24
Wa1_46,J,Wa1,Low,Unvernalized,12,16.99,21,29,37,57,Progeny,8,28
Wa1_47,K,Wa1,Low,Unvernalized,13,16.39,33,41,45,60,Progeny,8,19
Wa1_48,L,Wa1,Low,Unvernalized,15,20.52,27,36,38,42,Progeny,9,6
Wa1_5,E,Wa1,High,Vernalized,12,15.34,21,31,36,55,Progeny,10,24
Wa1_6,F,Wa1,High,Vernalized,16,22.09,26,35,39,60,Progeny,9,25
Wa1_8,H,Wa1,High,Vernalized,13,13.98,22,30,33,51,Progeny,8,21
Wa1_9,I,Wa1,High,Vernalized,11,12.88,18,29,33,54,Progeny,11,25
Ws1_1,A,Ws1,High,Vernalized,13,17.93,22,27,31,59,Progeny,5,32
Ws1_10,J,Ws1,High,Vernalized,15,17.37,26,33,35,55,Progeny,7,22
Ws1_11,K,Ws1,High,Vernalized,13,13.33,22,31,33,53,Progeny,9,22
Ws1_12,L,Ws1,High,Vernalized,14,14.34,32,42,45,66,Progeny,10,24
Ws1_13,A,Ws1,High,Unvernalized,15,17.72,26,33,35,52,Progeny,7,19
Ws1_14,B,Ws1,High,Unvernalized,14,16.09,21,24,31,52,Progeny,3,28
Ws1_15,C,Ws1,High,Unvernalized,15,17.72,18,27,30,51,Progeny,9,24
Ws1_16,D,Ws1,High,Unvernalized,15,16.84,21,30,33,54,Progeny,9,24
Ws1_17,E,Ws1,High,Unvernalized,14,17.42,22,30,32,51,Progeny,8,21
Ws1_19,G,Ws1,High,Unvernalized,14,17.79,22,29,32,51,Progeny,7,22
Ws1_2,B,Ws1,High,Vernalized,14,23.68,29,37,40,60,Progeny,8,23
Ws1_21,I,Ws1,High,Unvernalized,14,18.93,21,29,33,54,Progeny,8,25
Ws1_22,J,Ws1,High,Unvernalized,16,18.2,26,32,35,55,Progeny,6,23
Ws1_23,K,Ws1,High,Unvernalized,12,16.24,22,28,32,60,Progeny,6,32
Ws1_24,L,Ws1,High,Unvernalized,15,20.79,26,35,37,58,Progeny,9,23
Ws1_25,A,Ws1,Low,Vernalized,12,15.61,22,26,29,50,Progeny,4,24
Ws1_26,B,Ws1,Low,Vernalized,15,17.28,20,28,31,52,Progeny,8,24
Ws1_27,C,Ws1,Low,Vernalized,13,17.27,18,27,30,51,Progeny,9,24
Ws1_28,D,Ws1,Low,Vernalized,14,15.44,21,29,31,56,Progeny,8,27
Ws1_29,E,Ws1,Low,Vernalized,16,18.35,22,30,33,54,Progeny,8,24
Ws1_3,C,Ws1,High,Vernalized,11,13.25,24,35,36,57,Progeny,11,22
Ws1_30,F,Ws1,Low,Vernalized,14,13.82,22,29,32,51,Progeny,7,22
Ws1_31,G,Ws1,Low,Vernalized,16,17.64,26,34,36,55,Progeny,8,21
Ws1_32,H,Ws1,Low,Vernalized,17,22.08,27,33,36,55,Progeny,6,22
Ws1_33,I,Ws1,Low,Vernalized,11,14.32,22,32,33,52,Progeny,10,20
Ws1_34,J,Ws1,Low,Vernalized,14,17.54,23,30,31,59,Progeny,7,29
Ws1_35,K,Ws1,Low,Vernalized,14,20.92,22,31,33,57,Progeny,9,26
Ws1_36,L,Ws1,Low,Vernalized,16,21.26,25,32,36,60,Progeny,7,28
Ws1_37,A,Ws1,Low,Unvernalized,14,16.81,20,30,31,51,Progeny,10,21
Ws1_38,B,Ws1,Low,Unvernalized,17,24.8,22,32,36,57,Progeny,10,25
Ws1_39,C,Ws1,Low,Unvernalized,17,22.45,22,30,33,54,Progeny,8,24
Ws1_40,D,Ws1,Low,Unvernalized,18,20.83,22,30,33,54,Progeny,8,24
Ws1_41,E,Ws1,Low,Unvernalized,18,23.49,22,31,38,57,Progeny,9,26
Ws1_42,F,Ws1,Low,Unvernalized,16,20.17,25,31,35,52,Progeny,6,21
Ws1_43,G,Ws1,Low,Unvernalized,16,21.45,24,30,32,51,Progeny,6,21
Ws1_44,H,Ws1,Low,Unvernalized,14,20.53,22,27,31,57,Progeny,5,30
Ws1_45,I,Ws1,Low,Unvernalized,14,17.84,23,30,40,59,Progeny,7,29
Ws1_46,J,Ws1,Low,Unvernalized,17,17.55,18,30,33,49,Progeny,12,19
Ws1_47,K,Ws1,Low,Unvernalized,13,15.84,23,30,33,52,Progeny,7,22
Ws1_48,L,Ws1,Low,Unvernalized,15,23.58,21,29,34,55,Progeny,8,26
Ws1_5,E,Ws1,High,Vernalized,16,16.72,22,40,43,62,Progeny,18,22
Ws1_6,F,Ws1,High,Vernalized,14,20.97,20,30,34,56,Progeny,10,26
Ws1_7,G,Ws1,High,Vernalized,16,17.37,28,38,40,57,Progeny,10,19
Ws1_8,H,Ws1,High,Vernalized,14,18.8,21,30,34,55,Progeny,9,25
Ws1_9,I,Ws1,High,Vernalized,14,17.89,21,29,33,52,Progeny,8,23
PV3_1,A,Ag0,High,Unvernalized,13,23.55,21,27,31,43,Grandprogeny,6,16
PV3_10,J,Ag0,High,Unvernalized,19,26.11,22,27,32,43,Grandprogeny,5,16
PV3_100,D,Cvi0,High,Unvernalized,30,34.11,42,48,50,66,Grandprogeny,6,18
PV3_101,E,Cvi0,High,Unvernalized,24,46.76,37,42,43,61,Grandprogeny,5,19
PV3_102,F,Cvi0,High,Unvernalized,25,42.98,35,39,43,58,Grandprogeny,4,19
PV3_103,G,Cvi0,High,Unvernalized,24,48.5,32,39,43,56,Grandprogeny,7,17
PV3_104,H,Cvi0,High,Unvernalized,18,27.92,36,40,42,60,Grandprogeny,4,20
PV3_105,I,Cvi0,High,Unvernalized,32,45.17,37,42,48,63,Grandprogeny,5,21
PV3_106,J,Cvi0,High,Unvernalized,15,32.9,27,33,36,52,Grandprogeny,6,19
PV3_107,K,Cvi0,High,Unvernalized,14,22.14,21,29,32,49,Grandprogeny,8,20
PV3_108,L,Cvi0,High,Unvernalized,20,29.68,37,42,45,58,Grandprogeny,5,16
PV3_109,A,Cvi0,High,Vernalized,26,42.48,36,40,44,61,Grandprogeny,4,21
PV3_11,K,Ag0,High,Unvernalized,18,23.63,20,27,29,44,Grandprogeny,7,17
PV3_110,B,Cvi0,High,Vernalized,24,42.97,29,34,38,52,Grandprogeny,5,18
PV3_111,C,Cvi0,High,Vernalized,17,41.2,29,35,38,50,Grandprogeny,6,15
PV3_112,D,Cvi0,High,Vernalized,22,37.29,35,40,44,60,Grandprogeny,5,20
PV3_113,E,Cvi0,High,Vernalized,27,45.26,37,41,44,60,Grandprogeny,4,19
PV3_114,F,Cvi0,High,Vernalized,22,47.46,32,36,41,55,Grandprogeny,4,19
PV3_115,G,Cvi0,High,Vernalized,25,49.48,35,40,43,57,Grandprogeny,5,17
PV3_116,H,Cvi0,High,Vernalized,14,30.24,28,33,36,50,Grandprogeny,5,17
PV3_117,I,Cvi0,High,Vernalized,18,43.94,29,35,37,50,Grandprogeny,6,15
PV3_118,J,Cvi0,High,Vernalized,23,48.71,34,39,43,55,Grandprogeny,5,16
PV3_119,K,Cvi0,High,Vernalized,24,44.69,35,40,44,60,Grandprogeny,5,20
PV3_12,L,Ag0,High,Unvernalized,19,28.61,22,27,31,43,Grandprogeny,5,16
PV3_120,L,Cvi0,High,Vernalized,22,41.12,35,40,44,58,Grandprogeny,5,18
PV3_121,A,Cvi0,Low,Unvernalized,16,40.02,28,34,37,50,Grandprogeny,6,16
PV3_122,B,Cvi0,Low,Unvernalized,25,47.4,36,40,45,62,Grandprogeny,4,22
PV3_123,C,Cvi0,Low,Unvernalized,21,30.36,27,32,37,56,Grandprogeny,5,24
PV3_124,D,Cvi0,Low,Unvernalized,24,32.71,27,32,36,50,Grandprogeny,5,18
PV3_125,E,Cvi0,Low,Unvernalized,22,27.22,24,33,34,50,Grandprogeny,9,17
PV3_126,F,Cvi0,Low,Unvernalized,20,27.78,24,30,34,50,Grandprogeny,6,20
PV3_127,G,Cvi0,Low,Unvernalized,18,26.76,24,32,34,49,Grandprogeny,8,17
PV3_128,H,Cvi0,Low,Unvernalized,34,50.62,37,41,44,60,Grandprogeny,4,19
PV3_129,I,Cvi0,Low,Unvernalized,24,49.77,34,38,42,60,Grandprogeny,4,22
PV3_13,A,Ag0,High,Vernalized,20,25.2,22,27,31,44,Grandprogeny,5,17
PV3_130,J,Cvi0,Low,Unvernalized,19,28.91,24,31,34,50,Grandprogeny,7,19
PV3_131,K,Cvi0,Low,Unvernalized,17,26.96,24,29,32,50,Grandprogeny,5,21
PV3_132,L,Cvi0,Low,Unvernalized,16,40.63,29,34,38,55,Grandprogeny,5,21
PV3_133,A,Cvi0,Low,Vernalized,28,32.98,28,33,37,50,Grandprogeny,5,17
PV3_134,B,Cvi0,Low,Vernalized,21,43.87,34,39,42,60,Grandprogeny,5,21
PV3_135,C,Cvi0,Low,Vernalized,37,41.01,30,35,39,55,Grandprogeny,5,20
PV3_136,D,Cvi0,Low,Vernalized,17,40.21,29,34,37,52,Grandprogeny,5,18
PV3_137,E,Cvi0,Low,Vernalized,43,36.58,31,36,39,55,Grandprogeny,5,19
PV3_138,F,Cvi0,Low,Vernalized,36,42.31,32,39,42,56,Grandprogeny,7,17
PV3_139,G,Cvi0,Low,Vernalized,44,44.6,35,40,43,60,Grandprogeny,5,20
PV3_14,B,Ag0,High,Vernalized,43,38.65,29,34,38,52,Grandprogeny,5,18
PV3_140,H,Cvi0,Low,Vernalized,28,33.95,29,35,37,52,Grandprogeny,6,17
PV3_141,I,Cvi0,Low,Vernalized,45,41.57,32,37,41,55,Grandprogeny,5,18
PV3_142,J,Cvi0,Low,Vernalized,39,39.38,35,42,49,60,Grandprogeny,7,18
PV3_143,K,Cvi0,Low,Vernalized,39,37.21,31,36,40,55,Grandprogeny,5,19
PV3_144,L,Cvi0,Low,Vernalized,40,42.32,33,38,43,57,Grandprogeny,5,19
PV3_145,A,Cvi1,High,Unvernalized,19,51.1,39,44,49,68,Grandprogeny,5,24
PV3_146,B,Cvi1,High,Unvernalized,29,49.06,36,41,45,61,Grandprogeny,5,20
PV3_147,C,Cvi1,High,Unvernalized,20,41.19,28,34,37,55,Grandprogeny,6,21
PV3_148,D,Cvi1,High,Unvernalized,25,41.9,30,35,38,55,Grandprogeny,5,20
PV3_149,E,Cvi1,High,Unvernalized,29,50.07,36,40,44,63,Grandprogeny,4,23
PV3_15,C,Ag0,High,Vernalized,24,32.19,24,29,32,44,Grandprogeny,5,15
PV3_150,F,Cvi1,High,Unvernalized,21,48.94,31,34,39,55,Grandprogeny,3,21
PV3_151,G,Cvi1,High,Unvernalized,21,42.53,29,34,37,52,Grandprogeny,5,18
PV3_152,H,Cvi1,High,Unvernalized,21,42.08,34,39,42,60,Grandprogeny,5,21
PV3_153,I,Cvi1,High,Unvernalized,26,47.35,33,38,42,58,Grandprogeny,5,20
PV3_154,J,Cvi1,High,Unvernalized,16,40.57,27,31,34,48,Grandprogeny,4,17
PV3_155,K,Cvi1,High,Unvernalized,26,40.81,35,40,45,61,Grandprogeny,5,21
PV3_156,L,Cvi1,High,Unvernalized,20,44.77,34,38,42,58,Grandprogeny,4,20
PV3_157,A,Cvi1,High,Vernalized,25,43.22,36,41,48,64,Grandprogeny,5,23
PV3_158,B,Cvi1,High,Vernalized,22,40.42,34,38,43,58,Grandprogeny,4,20
PV3_159,C,Cvi1,High,Vernalized,18,42.99,29,35,38,50,Grandprogeny,6,15
PV3_16,D,Ag0,High,Vernalized,41,33.09,30,34,36,50,Grandprogeny,4,16
PV3_160,D,Cvi1,High,Vernalized,27,50.6,33,37,40,58,Grandprogeny,4,21
PV3_161,E,Cvi1,High,Vernalized,21,32.89,32,36,39,55,Grandprogeny,4,19
PV3_162,F,Cvi1,High,Vernalized,18,40.88,31,36,40,51,Grandprogeny,5,15
PV3_163,G,Cvi1,High,Vernalized,28,35.65,36,41,43,60,Grandprogeny,5,19
PV3_164,H,Cvi1,High,Vernalized,22,39.28,32,36,38,51,Grandprogeny,4,15
PV3_165,I,Cvi1,High,Vernalized,22,32.83,35,40,43,55,Grandprogeny,5,15
PV3_166,J,Cvi1,High,Vernalized,20,34.27,32,37,41,52,Grandprogeny,5,15
PV3_167,K,Cvi1,High,Vernalized,22,41.3,29,33,36,48,Grandprogeny,4,15
PV3_168,L,Cvi1,High,Vernalized,18,36.7,27,31,34,48,Grandprogeny,4,17
PV3_169,A,Cvi1,Low,Unvernalized,18,21.16,23,30,32,48,Grandprogeny,7,18
PV3_17,E,Ag0,High,Vernalized,16,27.09,23,28,32,43,Grandprogeny,5,15
PV3_170,B,Cvi1,Low,Unvernalized,17,26,23,31,34,48,Grandprogeny,8,17
PV3_171,C,Cvi1,Low,Unvernalized,17,24.2,23,31,33,48,Grandprogeny,8,17
PV3_172,D,Cvi1,Low,Unvernalized,19,27.32,23,30,33,48,Grandprogeny,7,18
PV3_173,E,Cvi1,Low,Unvernalized,18,25.44,24,31,34,50,Grandprogeny,7,19
PV3_174,F,Cvi1,Low,Unvernalized,24,30.15,24,30,34,48,Grandprogeny,6,18
PV3_175,G,Cvi1,Low,Unvernalized,24,30.57,23,30,33,48,Grandprogeny,7,18
PV3_176,H,Cvi1,Low,Unvernalized,20,28.61,23,30,33,48,Grandprogeny,7,18
PV3_177,I,Cvi1,Low,Unvernalized,32,28.32,27,32,35,50,Grandprogeny,5,18
PV3_178,J,Cvi1,Low,Unvernalized,18,29.87,23,30,33,48,Grandprogeny,7,18
PV3_179,K,Cvi1,Low,Unvernalized,16,24.26,23,31,34,48,Grandprogeny,8,17
PV3_18,F,Ag0,High,Vernalized,12,22.29,20,27,31,43,Grandprogeny,7,16
PV3_180,L,Cvi1,Low,Unvernalized,14,22.25,22,30,33,48,Grandprogeny,8,18
PV3_181,A,Cvi1,Low,Vernalized,14,36.5,27,30,33,48,Grandprogeny,3,18
PV3_182,B,Cvi1,Low,Vernalized,16,37.96,27,32,34,49,Grandprogeny,5,17
PV3_183,C,Cvi1,Low,Vernalized,15,37.69,27,32,34,49,Grandprogeny,5,17
PV3_184,D,Cvi1,Low,Vernalized,22,41.23,31,36,40,51,Grandprogeny,5,15
PV3_185,E,Cvi1,Low,Vernalized,16,36.94,27,34,34,48,Grandprogeny,7,14
PV3_186,F,Cvi1,Low,Vernalized,22,41.99,32,36,39,51,Grandprogeny,4,15
PV3_188,H,Cvi1,Low,Vernalized,19,37.91,31,36,40,55,Grandprogeny,5,19
PV3_189,I,Cvi1,Low,Vernalized,22,44.68,30,34,37,52,Grandprogeny,4,18
PV3_19,G,Ag0,High,Vernalized,18,29.92,22,27,31,43,Grandprogeny,5,16
PV3_190,J,Cvi1,Low,Vernalized,19,39.71,33,38,41,55,Grandprogeny,5,17
PV3_191,K,Cvi1,Low,Vernalized,25,45.13,33,36,39,52,Grandprogeny,3,16
PV3_192,L,Cvi1,Low,Vernalized,24,43.81,31,36,38,52,Grandprogeny,5,16
PV3_193,A,Ler,High,Unvernalized,20,24.48,23,30,33,49,Grandprogeny,7,19
PV3_194,B,Ler,High,Unvernalized,14,19.22,22,29,31,48,Grandprogeny,7,19
PV3_195,C,Ler,High,Unvernalized,15,23.75,22,33,36,50,Grandprogeny,11,17
PV3_196,D,Ler,High,Unvernalized,15,13.22,23,29,32,48,Grandprogeny,6,19
PV3_197,E,Ler,High,Unvernalized,17,22.94,23,30,33,48,Grandprogeny,7,18
PV3_198,F,Ler,High,Unvernalized,20,27.17,23,30,33,48,Grandprogeny,7,18
PV3_199,G,Ler,High,Unvernalized,17,24.8,22,29,34,49,Grandprogeny,7,20
PV3_2,B,Ag0,High,Unvernalized,43,33.62,24,29,32,44,Grandprogeny,5,15
PV3_20,H,Ag0,High,Vernalized,28,31.19,24,31,32,48,Grandprogeny,7,17
PV3_200,H,Ler,High,Unvernalized,23,22.57,23,30,33,48,Grandprogeny,7,18
PV3_201,I,Ler,High,Unvernalized,18,23.69,23,29,33,48,Grandprogeny,6,19
PV3_202,J,Ler,High,Unvernalized,19,23.33,22,29,33,48,Grandprogeny,7,19
PV3_203,K,Ler,High,Unvernalized,22,25.05,23,30,34,48,Grandprogeny,7,18
PV3_204,L,Ler,High,Unvernalized,14,16.49,21,28,31,45,Grandprogeny,7,17
PV3_205,A,Ler,High,Vernalized,22,27.69,22,30,33,49,Grandprogeny,8,19
PV3_206,B,Ler,High,Vernalized,22,29.21,23,30,33,48,Grandprogeny,7,18
PV3_207,C,Ler,High,Vernalized,24,27.36,23,30,34,48,Grandprogeny,7,18
PV3_208,D,Ler,High,Vernalized,15,21.34,22,30,32,48,Grandprogeny,8,18
PV3_209,E,Ler,High,Vernalized,20,26.2,23,29,33,49,Grandprogeny,6,20
PV3_21,I,Ag0,High,Vernalized,47,41.28,32,35,40,55,Grandprogeny,3,20
PV3_210,F,Ler,High,Vernalized,31,35.8,27,31,34,50,Grandprogeny,4,19
PV3_211,G,Ler,High,Vernalized,21,25.74,23,30,33,48,Grandprogeny,7,18
PV3_212,H,Ler,High,Vernalized,23,27.25,23,30,33,48,Grandprogeny,7,18
PV3_213,I,Ler,High,Vernalized,22,27.26,23,30,34,48,Grandprogeny,7,18
PV3_214,J,Ler,High,Vernalized,18,16.92,21,28,30,48,Grandprogeny,7,20
PV3_215,K,Ler,High,Vernalized,23,22.25,23,30,34,48,Grandprogeny,7,18
PV3_216,L,Ler,High,Vernalized,24,31.23,24,31,33,49,Grandprogeny,7,18
PV3_217,A,Ler,Low,Unvernalized,22,24.87,24,31,34,49,Grandprogeny,7,18
PV3_218,B,Ler,Low,Unvernalized,23,24.37,24,35,38,55,Grandprogeny,11,20
PV3_219,C,Ler,Low,Unvernalized,20,25.33,23,30,32,48,Grandprogeny,7,18
PV3_22,J,Ag0,High,Vernalized,21,28.04,24,29,33,45,Grandprogeny,5,16
PV3_220,D,Ler,Low,Unvernalized,17,22.17,24,30,33,50,Grandprogeny,6,20
PV3_221,E,Ler,Low,Unvernalized,21,28.1,24,31,34,48,Grandprogeny,7,17
PV3_222,F,Ler,Low,Unvernalized,19,22.91,23,29,33,48,Grandprogeny,6,19
PV3_223,G,Ler,Low,Unvernalized,29,30.85,24,30,33,48,Grandprogeny,6,18
PV3_224,H,Ler,Low,Unvernalized,26,29.64,24,30,34,48,Grandprogeny,6,18
PV3_225,I,Ler,Low,Unvernalized,17,20.87,23,28,32,48,Grandprogeny,5,20
PV3_226,J,Ler,Low,Unvernalized,18,22.86,22,28,32,45,Grandprogeny,6,17
PV3_227,K,Ler,Low,Unvernalized,21,24.46,23,28,31,45,Grandprogeny,5,17
PV3_228,L,Ler,Low,Unvernalized,22,25.3,23,29,33,48,Grandprogeny,6,19
PV3_229,A,Ler,Low,Vernalized,22,26.17,23,29,32,48,Grandprogeny,6,19
PV3_23,K,Ag0,High,Vernalized,18,27.07,22,28,32,44,Grandprogeny,6,16
PV3_230,B,Ler,Low,Vernalized,25,27.28,24,30,32,48,Grandprogeny,6,18
PV3_231,C,Ler,Low,Vernalized,21,27.06,24,31,32,49,Grandprogeny,7,18
PV3_232,D,Ler,Low,Vernalized,17,25.4,24,30,33,48,Grandprogeny,6,18
PV3_233,E,Ler,Low,Vernalized,20,26.42,23,31,33,48,Grandprogeny,8,17
PV3_234,F,Ler,Low,Vernalized,31,31.87,27,31,34,49,Grandprogeny,4,18
PV3_235,G,Ler,Low,Vernalized,21,28.07,23,29,33,48,Grandprogeny,6,19
PV3_236,H,Ler,Low,Vernalized,20,28.42,23,29,32,48,Grandprogeny,6,19
PV3_237,I,Ler,Low,Vernalized,18,26.03,22,27,30,44,Grandprogeny,5,17
